2021-01-09 06:12:16,525 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-01-09 06:12:16,822 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-01-09 06:12:16,822 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-01-09 06:12:16,837 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-01-09 06:12:16,900 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-01-09 06:12:16,963 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-01-09 06:12:16,978 INFO  SwAddin.cs: 201 - Setting up command manager
2021-01-09 06:12:16,994 INFO  SwAddin.cs: 204 - Adding command manager
2021-01-09 06:12:17,025 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-01-09 06:12:17,041 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-01-09 06:12:17,041 INFO  SwAddin.cs: 210 - Adding event handlers
2021-01-09 06:12:17,713 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-01-09 12:50:39,740 INFO  SwAddin.cs: 294 - Assembly export called for file ROBOT
2021-01-09 12:50:39,877 INFO  SwAddin.cs: 299 - Save is required
2021-01-09 12:50:39,878 INFO  SwAddin.cs: 313 - Saving assembly
2021-01-09 12:50:40,568 INFO  SwAddin.cs: 316 - Opening property manager
2021-01-09 12:50:40,839 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ROBOT
2021-01-09 12:50:40,942 INFO  ExportHelperExtension.cs: 1136 - Found 51 in ROBOT
2021-01-09 12:50:40,944 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ROBOT
2021-01-09 12:50:40,945 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-09 12:50:40,949 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-01-09 12:50:40,952 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link2-1
2021-01-09 12:50:40,954 INFO  ExportHelperExtension.cs: 1136 - Found 46 in link2-1
2021-01-09 12:50:40,957 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link2-1
2021-01-09 12:50:40,959 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link5-1
2021-01-09 12:50:40,961 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link5-1
2021-01-09 12:50:40,962 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in link5-1
2021-01-09 12:50:40,963 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from endeffector-1
2021-01-09 12:50:40,964 INFO  ExportHelperExtension.cs: 1136 - Found 32 in endeffector-1
2021-01-09 12:50:40,966 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in endeffector-1
2021-01-09 12:50:40,966 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link4-1
2021-01-09 12:50:40,967 INFO  ExportHelperExtension.cs: 1136 - Found 40 in link4-1
2021-01-09 12:50:40,968 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link4-1
2021-01-09 12:50:40,969 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2021-01-09 12:50:40,970 INFO  ExportHelperExtension.cs: 1136 - Found 25 in base-1
2021-01-09 12:50:40,971 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in base-1
2021-01-09 12:50:40,971 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link1-1
2021-01-09 12:50:40,972 INFO  ExportHelperExtension.cs: 1136 - Found 42 in link1-1
2021-01-09 12:50:40,973 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in link1-1
2021-01-09 12:50:40,974 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link3-1
2021-01-09 12:50:40,975 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link3-1
2021-01-09 12:50:40,975 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link3-1
2021-01-09 12:50:40,978 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from endeffector-2
2021-01-09 12:50:40,992 INFO  ExportHelperExtension.cs: 1136 - Found 32 in endeffector-2
2021-01-09 12:50:40,993 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in endeffector-2
2021-01-09 12:50:41,007 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ROBOT
2021-01-09 12:50:41,008 INFO  ExportHelperExtension.cs: 1136 - Found 51 in ROBOT
2021-01-09 12:50:41,009 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ROBOT
2021-01-09 12:50:41,010 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-09 12:50:41,010 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-01-09 12:50:41,011 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link2-1
2021-01-09 12:50:41,011 INFO  ExportHelperExtension.cs: 1136 - Found 46 in link2-1
2021-01-09 12:50:41,012 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in link2-1
2021-01-09 12:50:41,012 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link5-1
2021-01-09 12:50:41,012 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link5-1
2021-01-09 12:50:41,013 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in link5-1
2021-01-09 12:50:41,013 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from endeffector-1
2021-01-09 12:50:41,014 INFO  ExportHelperExtension.cs: 1136 - Found 32 in endeffector-1
2021-01-09 12:50:41,014 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in endeffector-1
2021-01-09 12:50:41,014 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link4-1
2021-01-09 12:50:41,015 INFO  ExportHelperExtension.cs: 1136 - Found 40 in link4-1
2021-01-09 12:50:41,015 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in link4-1
2021-01-09 12:50:41,016 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2021-01-09 12:50:41,016 INFO  ExportHelperExtension.cs: 1136 - Found 25 in base-1
2021-01-09 12:50:41,016 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2021-01-09 12:50:41,017 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link1-1
2021-01-09 12:50:41,017 INFO  ExportHelperExtension.cs: 1136 - Found 42 in link1-1
2021-01-09 12:50:41,018 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in link1-1
2021-01-09 12:50:41,018 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link3-1
2021-01-09 12:50:41,018 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link3-1
2021-01-09 12:50:41,019 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in link3-1
2021-01-09 12:50:41,019 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from endeffector-2
2021-01-09 12:50:41,020 INFO  ExportHelperExtension.cs: 1136 - Found 32 in endeffector-2
2021-01-09 12:50:41,020 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in endeffector-2
2021-01-09 12:50:41,507 INFO  SwAddin.cs: 339 - Loading config tree
2021-01-09 12:50:41,534 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-01-09 12:50:41,540 INFO  SwAddin.cs: 344 - Showing property manager
2021-01-09 12:50:46,874 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-01-09 12:50:50,097 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-01-09 12:51:13,577 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-01-09 12:51:34,822 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-01-09 12:52:12,836 INFO  SwAddin.cs: 294 - Assembly export called for file ROBOT
2021-01-09 12:52:16,013 INFO  SwAddin.cs: 313 - Saving assembly
2021-01-09 12:52:16,224 INFO  SwAddin.cs: 316 - Opening property manager
2021-01-09 12:52:16,225 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ROBOT
2021-01-09 12:52:16,226 INFO  ExportHelperExtension.cs: 1136 - Found 51 in ROBOT
2021-01-09 12:52:16,226 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ROBOT
2021-01-09 12:52:16,227 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-09 12:52:16,228 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2021-01-09 12:52:16,228 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link2-1
2021-01-09 12:52:16,229 INFO  ExportHelperExtension.cs: 1136 - Found 46 in link2-1
2021-01-09 12:52:16,231 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link2-1
2021-01-09 12:52:16,231 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link5-1
2021-01-09 12:52:16,232 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link5-1
2021-01-09 12:52:16,233 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in link5-1
2021-01-09 12:52:16,234 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from endeffector-1
2021-01-09 12:52:16,234 INFO  ExportHelperExtension.cs: 1136 - Found 32 in endeffector-1
2021-01-09 12:52:16,237 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in endeffector-1
2021-01-09 12:52:16,237 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link4-1
2021-01-09 12:52:16,268 INFO  ExportHelperExtension.cs: 1136 - Found 40 in link4-1
2021-01-09 12:52:16,269 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link4-1
